;set_temperature__sum_values;set_temperature__median;set_temperature__mean;set_temperature__length;set_temperature__standard_deviation;set_temperature__variance;set_temperature__root_mean_square;set_temperature__maximum;set_temperature__absolute_maximum;set_temperature__minimum;real_temperature__sum_values;real_temperature__median;real_temperature__mean;real_temperature__length;real_temperature__standard_deviation;real_temperature__variance;real_temperature__root_mean_square;real_temperature__maximum;real_temperature__absolute_maximum;real_temperature__minimum
DO134100000007E6A9D41;28820.0;20.0;20.0;1441.0;0.0;0.0;20.0;20.0;20.0;20.0;25938.0;18.0;18.0;1441.0;0.0;0.0;18.0;18.0;18.0;18.0
DO135690000007E6CE141;14420.0;20.0;20.0;721.0;0.0;0.0;20.0;20.0;20.0;20.0;11536.0;16.0;16.0;721.0;0.0;0.0;16.0;16.0;16.0;16.0
DO135B70000007E6FDD41;14420.0;20.0;20.0;721.0;0.0;0.0;20.0;20.0;20.0;20.0;10454.5;14.5;14.5;721.0;0.0;0.0;14.5;14.5;14.5;14.5
DO137C80000006A00DC41;6020.0;20.0;20.0;301.0;0.0;0.0;20.0;20.0;20.0;20.0;7580.986000000002;25.186;25.186000000000007;301.0;7.105427357601002e-15;5.048709793414476e-29;25.186;25.186;25.186;25.186
DO137CE00000069FC1541;6020.0;20.0;20.0;301.0;0.0;0.0;20.0;20.0;20.0;20.0;7588.210000000001;25.21;25.210000000000004;301.0;3.552713678800501e-15;1.262177448353619e-29;25.210000000000004;25.21;25.21;25.21
DO1381D00000069FCED41;1130.0;5.0;5.0;226.0;0.0;0.0;5.0;5.0;5.0;5.0;6197.145999999999;27.421;27.420999999999996;226.0;3.552713678800501e-15;1.262177448353619e-29;27.421;27.421;27.421;27.421
DO1382800000069FECD41;1130.0;5.0;5.0;226.0;0.0;0.0;5.0;5.0;5.0;5.0;6008.888000000002;26.588;26.588000000000008;226.0;7.105427357601002e-15;5.048709793414476e-29;26.588;26.588;26.588;26.588
DO139100000006A058341;24020.0;20.0;20.0;1201.0;0.0;0.0;20.0;20.0;20.0;20.0;27313.142;22.742;22.742;1201.0;0.0;0.0;22.742000000000004;22.742;22.742;22.742
DO139EB00000069FD8641;24020.0;20.0;20.0;1201.0;0.0;0.0;20.0;20.0;20.0;20.0;27618.196000000004;22.996;22.996000000000002;1201.0;3.552713678800501e-15;1.262177448353619e-29;22.996;22.996;22.996;22.996
DO47100000006A058341;7220.0;20.0;20.0;361.0;0.0;0.0;20.0;20.0;20.0;20.0;6479.228000000002;17.948;17.948000000000004;361.0;3.552713678800501e-15;1.262177448353619e-29;17.948000000000004;17.948;17.948;17.948
DO47CE00000069FC1541;7220.0;20.0;20.0;361.0;0.0;0.0;20.0;20.0;20.0;20.0;6489.697;17.977;17.977;361.0;0.0;0.0;17.977;17.977;17.977;17.977
DO48C30000006A046241;43220.0;20.0;20.0;2161.0;0.0;0.0;20.0;20.0;20.0;20.0;40752.138;18.858;18.858;2161.0;0.0;0.0;18.857999999999997;18.858;18.858;18.858
DO48EB00000069FD8641;43220.0;20.0;20.0;2161.0;0.0;0.0;20.0;20.0;20.0;20.0;43308.601;20.041;20.041;2161.0;0.0;0.0;20.041;20.041;20.041;20.041
DO492800000069FECD41;21620.0;20.0;20.0;1081.0;0.0;0.0;20.0;20.0;20.0;20.0;20469.816;18.936;18.936;1081.0;0.0;0.0;18.936;18.936;18.936;18.936
DO49C80000006A00DC41;21620.0;20.0;20.0;1081.0;0.0;0.0;20.0;20.0;20.0;20.0;21910.789;20.269;20.269000000000002;1081.0;3.552713678800501e-15;1.262177448353619e-29;20.269;20.269;20.269;20.269
DO652800000069FECD41;1805.0;5.0;5.0;361.0;0.0;0.0;5.0;5.0;5.0;5.0;7384.254999999997;20.455;20.45499999999999;361.0;7.105427357601002e-15;5.048709793414476e-29;20.455;20.455;20.455;20.455
DO65C80000006A00DC41;1805.0;5.0;5.0;361.0;0.0;0.0;5.0;5.0;5.0;5.0;7385.338;20.458;20.458;361.0;0.0;0.0;20.458;20.458;20.458;20.458
DO66CE00000069FC1541;1660.0;20.0;20.0;83.0;0.0;0.0;20.0;20.0;20.0;20.0;2160.158;26.026;26.026;83.0;0.0;0.0;26.026000000000003;26.026;26.026;26.026
DO66EB00000069FD8641;1660.0;20.0;20.0;83.0;0.0;0.0;20.0;20.0;20.0;20.0;2075.581;25.007;25.007;83.0;0.0;0.0;25.007000000000005;25.007;25.007;25.007
DO680C0000007E66C341;6020.0;20.0;20.0;301.0;0.0;0.0;20.0;20.0;20.0;20.0;5681.375;18.875;18.875;301.0;0.0;0.0;18.875;18.875;18.875;18.875
DO68760000007E6C8541;6020.0;20.0;20.0;301.0;0.0;0.0;20.0;20.0;20.0;20.0;6001.338;19.938;19.938;301.0;0.0;0.0;19.938;19.938;19.938;19.938
DO69020000007E67A341;6020.0;20.0;20.0;301.0;0.0;0.0;20.0;20.0;20.0;20.0;5681.375;18.875;18.875;301.0;0.0;0.0;18.875;18.875;18.875;18.875
DO69B70000007E6FDD41;6020.0;20.0;20.0;301.0;0.0;0.0;20.0;20.0;20.0;20.0;4985.162;16.562;16.562;301.0;0.0;0.0;16.562;16.562;16.562;16.562
DO70100000007E6A9D41;24020.0;20.0;20.0;1201.0;0.0;0.0;20.0;20.0;20.0;20.0;21167.625;17.625;17.625;1201.0;0.0;0.0;17.625;17.625;17.625;17.625
DO70690000007E6CE141;24020.0;20.0;20.0;1201.0;0.0;0.0;20.0;20.0;20.0;20.0;20567.125;17.125;17.125;1201.0;0.0;0.0;17.125;17.125;17.125;17.125
DO710C0000007E66C341;1505.0;5.0;5.0;301.0;0.0;0.0;5.0;5.0;5.0;5.0;4891.25;16.25;16.25;301.0;0.0;0.0;16.25;16.25;16.25;16.25
DO71760000007E6C8541;1505.0;5.0;5.0;301.0;0.0;0.0;5.0;5.0;5.0;5.0;5079.375;16.875;16.875;301.0;0.0;0.0;16.875;16.875;16.875;16.875
DO72020000007E67A341;6020.0;20.0;20.0;301.0;0.0;0.0;20.0;20.0;20.0;20.0;5436.662;18.062;18.062;301.0;0.0;0.0;18.062;18.062;18.062;18.062
DO72B70000007E6FDD41;6020.0;20.0;20.0;301.0;0.0;0.0;20.0;20.0;20.0;20.0;4891.25;16.25;16.25;301.0;0.0;0.0;16.25;16.25;16.25;16.25
DO73100000007E6A9D41;6005.0;5.0;5.0;1201.0;0.0;0.0;5.0;5.0;5.0;5.0;21618.0;18.0;18.0;1201.0;0.0;0.0;18.0;18.0;18.0;18.0
DO73690000007E6CE141;6005.0;5.0;5.0;1201.0;0.0;0.0;5.0;5.0;5.0;5.0;21618.0;18.0;18.0;1201.0;0.0;0.0;18.0;18.0;18.0;18.0
DO742800000069FECD41;1220.0;20.0;20.0;61.0;0.0;0.0;20.0;20.0;20.0;20.0;1278.6209999999999;20.961;20.961;61.0;0.0;0.0;20.960999999999995;20.961;20.961;20.961
DO74C80000006A00DC41;1220.0;20.0;20.0;61.0;0.0;0.0;20.0;20.0;20.0;20.0;1278.682;20.962;20.962;61.0;0.0;0.0;20.962;20.962;20.962;20.962
DO75CE00000069FC1541;1220.0;20.0;20.0;61.0;0.0;0.0;20.0;20.0;20.0;20.0;1250.1339999999996;20.494;20.493999999999993;61.0;7.105427357601002e-15;5.048709793414476e-29;20.493999999999996;20.494;20.494;20.494
DO75EB00000069FD8641;1220.0;20.0;20.0;61.0;0.0;0.0;20.0;20.0;20.0;20.0;1218.6580000000006;19.978;19.97800000000001;61.0;7.105427357601002e-15;5.048709793414476e-29;19.977999999999998;19.978;19.978;19.978
DO76100000006A058341;21605.0;5.0;5.0;4321.0;0.0;0.0;5.0;5.0;5.0;5.0;90365.073;20.913;20.913;4321.0;0.0;0.0;20.912999999999997;20.913;20.913;20.913
DO761D00000069FCED41;21605.0;5.0;5.0;4321.0;0.0;0.0;5.0;5.0;5.0;5.0;90468.777;20.937;20.937;4321.0;0.0;0.0;20.937;20.937;20.937;20.937
DO810C0000007E66C341;1300.0;20.0;20.0;65.0;0.0;0.0;20.0;20.0;20.0;20.0;1105.0;17.0;17.0;65.0;0.0;0.0;17.0;17.0;17.0;17.0
DO81760000007E6C8541;1300.0;20.0;20.0;65.0;0.0;0.0;20.0;20.0;20.0;20.0;1267.5;19.5;19.5;65.0;0.0;0.0;19.5;19.5;19.5;19.5
DO82020000007E67A341;115220.0;20.0;20.0;5761.0;0.0;0.0;20.0;20.0;20.0;20.0;118100.5;20.5;20.5;5761.0;0.0;0.0;20.5;20.5;20.5;20.5
DO82B70000007E6FDD41;115220.0;20.0;20.0;5761.0;0.0;0.0;20.0;20.0;20.0;20.0;109459.0;19.0;19.0;5761.0;0.0;0.0;19.0;19.0;19.0;19.0
DO83100000007E6A9D41;305.0;5.0;5.0;61.0;0.0;0.0;5.0;5.0;5.0;5.0;1342.0;22.0;22.0;61.0;0.0;0.0;22.0;22.0;22.0;22.0
DO83690000007E6CE141;305.0;5.0;5.0;61.0;0.0;0.0;5.0;5.0;5.0;5.0;1342.0;22.0;22.0;61.0;0.0;0.0;22.0;22.0;22.0;22.0
DO842800000069FECD41;1520.0;20.0;20.0;76.0;0.0;0.0;20.0;20.0;20.0;20.0;1669.9479999999999;21.973;21.973;76.0;0.0;0.0;21.972999999999995;21.973;21.973;21.973
DO84C80000006A00DC41;1520.0;20.0;20.0;76.0;0.0;0.0;20.0;20.0;20.0;20.0;1669.8720000000003;21.972;21.972000000000005;76.0;3.552713678800501e-15;1.262177448353619e-29;21.972;21.972;21.972;21.972
DO85CE00000069FC1541;1505.0;5.0;5.0;301.0;0.0;0.0;5.0;5.0;5.0;5.0;6016.99;19.99;19.99;301.0;0.0;0.0;19.990000000000002;19.99;19.99;19.99
DO85EB00000069FD8641;1505.0;5.0;5.0;301.0;0.0;0.0;5.0;5.0;5.0;5.0;6013.378000000002;19.978;19.97800000000001;301.0;7.105427357601002e-15;5.048709793414476e-29;19.978;19.978;19.978;19.978
DO870C0000007E66C341;380.0;5.0;5.0;76.0;0.0;0.0;5.0;5.0;5.0;5.0;1330.0;17.5;17.5;76.0;0.0;0.0;17.5;17.5;17.5;17.5
DO87760000007E6C8541;380.0;5.0;5.0;76.0;0.0;0.0;5.0;5.0;5.0;5.0;1406.0;18.5;18.5;76.0;0.0;0.0;18.5;18.5;18.5;18.5
DO88020000007E67A341;144020.0;20.0;20.0;7201.0;0.0;0.0;20.0;20.0;20.0;20.0;126017.5;17.5;17.5;7201.0;0.0;0.0;17.5;17.5;17.5;17.5
DO88B70000007E6FDD41;144020.0;20.0;20.0;7201.0;0.0;0.0;20.0;20.0;20.0;20.0;111615.5;15.5;15.5;7201.0;0.0;0.0;15.5;15.5;15.5;15.5
DO89100000007E6A9D41;144020.0;20.0;20.0;7201.0;0.0;0.0;20.0;20.0;20.0;20.0;122417.0;17.0;17.0;7201.0;0.0;0.0;17.0;17.0;17.0;17.0
DO89690000007E6CE141;144020.0;20.0;20.0;7201.0;0.0;0.0;20.0;20.0;20.0;20.0;118816.5;16.5;16.5;7201.0;0.0;0.0;16.5;16.5;16.5;16.5
DO902800000069FECD41;27020.0;20.0;20.0;1351.0;0.0;0.0;20.0;20.0;20.0;20.0;25667.648999999998;18.999;18.999;1351.0;0.0;0.0;18.999;18.999;18.999;18.999
DO90C80000006A00DC41;27020.0;20.0;20.0;1351.0;0.0;0.0;20.0;20.0;20.0;20.0;25678.457000000002;19.007;19.007;1351.0;0.0;0.0;19.007;19.007;19.007;19.007
DO92100000006A058341;2260.0;20.0;20.0;113.0;0.0;0.0;20.0;20.0;20.0;20.0;2277.628;20.156;20.156000000000002;113.0;3.552713678800501e-15;1.262177448353619e-29;20.156000000000002;20.156;20.156;20.156
DO921D00000069FCED41;2260.0;20.0;20.0;113.0;0.0;0.0;20.0;20.0;20.0;20.0;2273.334;20.118;20.118;113.0;0.0;0.0;20.118000000000002;20.118;20.118;20.118
DO930C0000007E66C341;350.0;5.0;5.0;70.0;0.0;0.0;5.0;5.0;5.0;5.0;1435.0;20.5;20.5;70.0;0.0;0.0;20.5;20.5;20.5;20.5
DO93760000007E6C8541;350.0;5.0;5.0;70.0;0.0;0.0;5.0;5.0;5.0;5.0;1505.0;21.5;21.5;70.0;0.0;0.0;21.5;21.5;21.5;21.5
DO94020000007E67A341;350.0;5.0;5.0;70.0;0.0;0.0;5.0;5.0;5.0;5.0;1085.0;15.5;15.5;70.0;0.0;0.0;15.5;15.5;15.5;15.5
DO94B70000007E6FDD41;350.0;5.0;5.0;70.0;0.0;0.0;5.0;5.0;5.0;5.0;980.0;14.0;14.0;70.0;0.0;0.0;14.0;14.0;14.0;14.0
DO95100000007E6A9D41;16640.0;20.0;20.0;832.0;0.0;0.0;20.0;20.0;20.0;20.0;17888.0;21.5;21.5;832.0;0.0;0.0;21.5;21.5;21.5;21.5
DO95690000007E6CE141;16640.0;20.0;20.0;832.0;0.0;0.0;20.0;20.0;20.0;20.0;18304.0;22.0;22.0;832.0;0.0;0.0;22.0;22.0;22.0;22.0
DO962800000069FECD41;39300.0;20.0;20.0;1965.0;0.0;0.0;20.0;20.0;20.0;20.0;37209.240000000005;18.936;18.936000000000003;1965.0;3.552713678800501e-15;1.262177448353619e-29;18.936;18.936;18.936;18.936
DO96C80000006A00DC41;39300.0;20.0;20.0;1965.0;0.0;0.0;20.0;20.0;20.0;20.0;37224.95999999999;18.944;18.943999999999996;1965.0;3.552713678800501e-15;1.262177448353619e-29;18.944;18.944;18.944;18.944
DO97CE00000069FC1541;32405.0;5.0;5.0;6481.0;0.0;0.0;5.0;5.0;5.0;5.0;90396.98800000004;13.948;13.948000000000006;6481.0;5.329070518200751e-15;2.8398992587956425e-29;13.948;13.948;13.948;13.948
DO97EB00000069FD8641;32405.0;5.0;5.0;6481.0;0.0;0.0;5.0;5.0;5.0;5.0;87072.23499999999;13.435;13.434999999999999;6481.0;1.7763568394002505e-15;3.1554436208840472e-30;13.435;13.435;13.435;13.435
DO98100000006A058341;32405.0;5.0;5.0;6481.0;0.0;0.0;5.0;5.0;5.0;5.0;125724.919;19.399;19.399;6481.0;0.0;0.0;19.399;19.399;19.399;19.399
DO981D00000069FCED41;32405.0;5.0;5.0;6481.0;0.0;0.0;5.0;5.0;5.0;5.0;125893.42500000003;19.425;19.425000000000004;6481.0;3.552713678800501e-15;1.262177448353619e-29;19.425;19.425;19.425;19.425
DO990C0000007E66C341;6020.0;20.0;20.0;301.0;0.0;0.0;20.0;20.0;20.0;20.0;5606.125;18.625;18.625;301.0;0.0;0.0;18.625;18.625;18.625;18.625
DO99760000007E6C8541;6020.0;20.0;20.0;301.0;0.0;0.0;20.0;20.0;20.0;20.0;5794.25;19.25;19.25;301.0;0.0;0.0;19.25;19.25;19.25;19.25
